Dataset,Seed,AEVariant,Family,FamilyMetricCollapsed,CollapsedMetricValue,FamilyRowCountWithinSeed,MCC
NSL_KDD,7,RES_DAE,LOGISTIC,0.8456964860650952,0.8456964860650952,36,0.8456964860650952
NSL_KDD,7,RES_DAE,SIGMOID,0.8466848413581476,0.8466848413581476,36,0.8466848413581476
NSL_KDD,7,SPARSE_DAE,CAUCHY,0.8000145083023416,0.8000145083023416,36,0.8000145083023416
NSL_KDD,7,SPARSE_DAE,CONST,0.8000145083023416,0.8000145083023416,9,0.8000145083023416
NSL_KDD,7,SPARSE_DAE,COSINE,0.8000145083023416,0.8000145083023416,36,0.8000145083023416
NSL_KDD,7,SPARSE_DAE,EXPONENTIAL,0.7999483360260055,0.7999483360260055,36,0.7999483360260055
NSL_KDD,7,SPARSE_DAE,FIBONACCI,0.799947511691945,0.799947511691945,36,0.799947511691945
NSL_KDD,7,SPARSE_DAE,LAPLACE,0.7999483360260055,0.7999483360260055,36,0.7999483360260055
NSL_KDD,7,SPARSE_DAE,LINEAR,0.8000145083023416,0.8000145083023416,36,0.8000145083023416
NSL_KDD,7,SPARSE_DAE,LOGISTIC,0.8000145083023416,0.8000145083023416,36,0.8000145083023416
NSL_KDD,7,SPARSE_DAE,SIGMOID,0.8000145083023416,0.8000145083023416,36,0.8000145083023416
NSL_KDD,42,DVAE,CAUCHY,0.822067701165187,0.822067701165187,36,0.822067701165187
NSL_KDD,42,DVAE,CONST,0.8176569597861852,0.8176569597861852,9,0.8176569597861852
NSL_KDD,42,DVAE,COSINE,0.8177191525226327,0.8177191525226327,36,0.8177191525226327
NSL_KDD,42,DVAE,EXPONENTIAL,0.8264294271386619,0.8264294271386619,36,0.8264294271386619
NSL_KDD,42,DVAE,FIBONACCI,0.8266025919513036,0.8266025919513036,36,0.8266025919513036
NSL_KDD,42,DVAE,LAPLACE,0.8239666155910169,0.8239666155910169,36,0.8239666155910169
NSL_KDD,42,DVAE,LINEAR,0.8167873115628292,0.8167873115628292,36,0.8167873115628292
NSL_KDD,42,DVAE,LOGISTIC,0.8180248452926657,0.8180248452926657,36,0.8180248452926657
NSL_KDD,42,DVAE,SIGMOID,0.8186901881047186,0.8186901881047186,36,0.8186901881047186
NSL_KDD,42,FF_DAE,CAUCHY,0.8517928754269578,0.8517928754269578,36,0.8517928754269578
NSL_KDD,42,FF_DAE,CONST,0.8331805431771886,0.8331805431771886,9,0.8331805431771886
NSL_KDD,42,FF_DAE,COSINE,0.8501086653161778,0.8501086653161778,36,0.8501086653161778
