Dataset,Seed,AEVariant,PairCoreID,Family,DecayConfigID,DecayRangeName,NoiseType,SelectionMetric,SigmaStart,SigmaEnd,SigmaMin,DecayRate,MCC_decay,MCC_const_median,MCC_const_mean,delta_MCC_vs_const_median,delta_MCC_vs_const_mean,F1_Score_decay,F1_Score_const_median,F1_Score_const_mean,delta_F1_Score_vs_const_median,delta_F1_Score_vs_const_mean,PR_AUC_decay,PR_AUC_const_median,PR_AUC_const_mean,delta_PR_AUC_vs_const_median,delta_PR_AUC_vs_const_mean,ROC_AUC_decay,ROC_AUC_const_median,ROC_AUC_const_mean,delta_ROC_AUC_vs_const_median,delta_ROC_AUC_vs_const_mean,Accuracy_decay,Accuracy_const_median,Accuracy_const_mean,delta_Accuracy_vs_const_median,delta_Accuracy_vs_const_mean,const_rows_collapsed,const_collapse_method_primary
NSL_KDD,123,DVAE,"Dataset=NSL_KDD|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(96, 64)|DecUnits=(64, 96)|Latent=24|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",LINEAR,DVAE_LINEAR_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.7981702516881143,0.8141029966805291,0.8158629225769009,-0.015932744992414816,-0.017692670888786566,0.8929005505111891,0.8938100510769013,0.8976401637093764,-0.0009095005657121513,-0.004739613198187276,0.9647789732902158,0.9651530723263037,0.9685063684831062,-0.00037409903608787154,-0.003727395192890448,0.9600485558502008,0.9611277409891004,0.9654311632326785,-0.0010791851388995966,-0.005382607382477755,0.899138163210342,0.9030433611634796,0.9063500613460216,-0.0039051979531375958,-0.007211898135679573,9,paired_delta_basis_configurable
NSL_KDD,123,DVAE,"Dataset=NSL_KDD|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(96, 64)|DecUnits=(64, 96)|Latent=24|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",EXPONENTIAL,DVAE_EXP_R1_gaussian_seed123,R1,gaussian,MCC,0.9,,0.8,3.0,0.797701358518802,0.8141029966805291,0.8158629225769009,-0.016401638161727128,-0.018161564058098878,0.8926388044760646,0.8938100510769013,0.8976401637093764,-0.0011712466008366729,-0.005001359233311797,0.9648155283162784,0.9651530723263037,0.9685063684831062,-0.00033754401002528134,-0.003690840166827858,0.9602331504701394,0.9611277409891004,0.9654311632326785,-0.0008945905189610137,-0.0051980127625391725,0.8989025047131699,0.9030433611634796,0.9063500613460216,-0.0041408564503097045,-0.007447556632851682,9,paired_delta_basis_configurable
NSL_KDD,123,DVAE,"Dataset=NSL_KDD|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(96, 64)|DecUnits=(64, 96)|Latent=24|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",COSINE,DVAE_COSINE_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.7979055100222807,0.8141029966805291,0.8158629225769009,-0.016197486658248383,-0.017957412554620134,0.8927422238112264,0.8938100510769013,0.8976401637093764,-0.0010678272656748922,-0.004897939898150017,0.9647739501494356,0.9651530723263037,0.9685063684831062,-0.00037912217686808525,-0.0037324183336706618,0.9600404209180542,0.9611277409891004,0.9654311632326785,-0.0010873200710461717,-0.0053907423146243305,0.8990035012119579,0.9030433611634796,0.9063500613460216,-0.004039859951521674,-0.007346560134063651,9,paired_delta_basis_configurable
NSL_KDD,123,DVAE,"Dataset=NSL_KDD|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(96, 64)|DecUnits=(64, 96)|Latent=24|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",FIBONACCI,DVAE_FIB_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.7979661176737293,0.8141029966805291,0.8158629225769009,-0.01613687900679983,-0.01789680490317158,0.8927971403038427,0.8938100510769013,0.8976401637093764,-0.0010129107730585396,-0.004843023405533664,0.9648685096703676,0.9651530723263037,0.9685063684831062,-0.00028456265593601593,-0.0036378588127385925,0.9603466876043428,0.9611277409891004,0.9654311632326785,-0.0007810533847575352,-0.005084475628335694,0.899037166711554,0.9030433611634796,0.9063500613460216,-0.0040061944519256265,-0.007312894634467604,9,paired_delta_basis_configurable
NSL_KDD,123,DVAE,"Dataset=NSL_KDD|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(96, 64)|DecUnits=(64, 96)|Latent=24|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",SIGMOID,DVAE_SIGMOID_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.7979055100222807,0.8141029966805291,0.8158629225769009,-0.016197486658248383,-0.017957412554620134,0.8927422238112264,0.8938100510769013,0.8976401637093764,-0.0010678272656748922,-0.004897939898150017,0.964764908579994,0.9651530723263037,0.9685063684831062,-0.00038816374630967765,-0.003741459903112254,0.9600138024574106,0.9611277409891004,0.9654311632326785,-0.0011139385316897288,-0.005417360775267888,0.8990035012119579,0.9030433611634796,0.9063500613460216,-0.004039859951521674,-0.007346560134063651,9,paired_delta_basis_configurable
NSL_KDD,123,DVAE,"Dataset=NSL_KDD|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(96, 64)|DecUnits=(64, 96)|Latent=24|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",CAUCHY,DVAE_CAUCHY_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.7979027093730913,0.8141029966805291,0.8158629225769009,-0.016200287307437833,-0.017960213203809583,0.8927498927498928,0.8938100510769013,0.8976401637093764,-0.0010601583270084536,-0.004890270959483578,0.9648432965218058,0.9651530723263037,0.9685063684831062,-0.00030977580449786934,-0.003663071961300446,0.9602467253401656,0.9611277409891004,0.9654311632326785,-0.0008810156489347243,-0.005184437892512883,0.8990035012119579,0.9030433611634796,0.9063500613460216,-0.004039859951521674,-0.007346560134063651,9,paired_delta_basis_configurable
NSL_KDD,123,DVAE,"Dataset=NSL_KDD|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(96, 64)|DecUnits=(64, 96)|Latent=24|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",LAPLACE,DVAE_LAPLACE_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.7982309244707917,0.8141029966805291,0.8158629225769009,-0.01587207220973741,-0.01763199810610916,0.8929554308588585,0.8938100510769013,0.8976401637093764,-0.0008546202180427231,-0.004684732850517848,0.9648599860020638,0.9651530723263037,0.9685063684831062,-0.00029308632423985514,-0.0036463824810424317,0.9602963318521582,0.9611277409891004,0.9654311632326785,-0.0008314091369421295,-0.005134831380520288,0.8991718287099381,0.9030433611634796,0.9063500613460216,-0.0038715324535415485,-0.007178232636083526,9,paired_delta_basis_configurable
NSL_KDD,123,DVAE,"Dataset=NSL_KDD|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(96, 64)|DecUnits=(64, 96)|Latent=24|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",LOGISTIC,DVAE_LOGISTIC_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.7979055100222807,0.8141029966805291,0.8158629225769009,-0.016197486658248383,-0.017957412554620134,0.8927422238112264,0.8938100510769013,0.8976401637093764,-0.0010678272656748922,-0.004897939898150017,0.964770121734768,0.9651530723263037,0.9685063684831062,-0.0003829505915357023,-0.003736246748338279,0.9600302289810164,0.9611277409891004,0.9654311632326785,-0.0010975120080839451,-0.005400934251662104,0.8990035012119579,0.9030433611634796,0.9063500613460216,-0.004039859951521674,-0.007346560134063651,9,paired_delta_basis_configurable
NSL_KDD,123,DVAE,"Dataset=NSL_KDD|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(96, 64)|DecUnits=(64, 96)|Latent=24|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",LINEAR,DVAE_LINEAR_R2_gaussian_seed123,R2,gaussian,MCC,0.9,0.7,,,0.7936640594389498,0.8141029966805291,0.8158629225769009,-0.020438937241579302,-0.022198863137951053,0.8918355079381918,0.8938100510769013,0.8976401637093764,-0.0019745431387094836,-0.005804655771184608,0.9648474516231262,0.9651530723263037,0.9685063684831062,-0.00030562070317741163,-0.003658916859979988,0.9603852439587142,0.9611277409891004,0.9654311632326785,-0.0007424970303862022,-0.005045919273964361,0.8970172367357931,0.9030433611634796,0.9063500613460216,-0.006026124427686463,-0.00933282461022844,9,paired_delta_basis_configurable
NSL_KDD,123,DVAE,"Dataset=NSL_KDD|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(96, 64)|DecUnits=(64, 96)|Latent=24|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",EXPONENTIAL,DVAE_EXP_R2_gaussian_seed123,R2,gaussian,MCC,0.9,,0.7,3.0,0.787947289449205,0.8141029966805291,0.8158629225769009,-0.0261557072313241,-0.02791563312769585,0.888597548012189,0.8938100510769013,0.8976401637093764,-0.005212503064712215,-0.00904261569718734,0.9629289853494722,0.9651530723263037,0.9685063684831062,-0.0022240869768314075,-0.005577383133633984,0.9580519578820028,0.9611277409891004,0.9654311632326785,-0.0030757831070975516,-0.0073792053506757105,0.894155669270132,0.9030433611634796,0.9063500613460216,-0.008887691893347593,-0.01219439207588957,9,paired_delta_basis_configurable
