Dataset,Seed,AEVariant,PairCoreID,Family,DecayConfigID,DecayRangeName,NoiseType,SelectionMetric,SigmaStart,SigmaEnd,SigmaMin,DecayRate,MCC_decay,MCC_const_median,MCC_const_mean,delta_MCC_vs_const_median,delta_MCC_vs_const_mean,F1_Score_decay,F1_Score_const_median,F1_Score_const_mean,delta_F1_Score_vs_const_median,delta_F1_Score_vs_const_mean,PR_AUC_decay,PR_AUC_const_median,PR_AUC_const_mean,delta_PR_AUC_vs_const_median,delta_PR_AUC_vs_const_mean,ROC_AUC_decay,ROC_AUC_const_median,ROC_AUC_const_mean,delta_ROC_AUC_vs_const_median,delta_ROC_AUC_vs_const_mean,Accuracy_decay,Accuracy_const_median,Accuracy_const_mean,delta_Accuracy_vs_const_median,delta_Accuracy_vs_const_mean,const_rows_collapsed,const_collapse_method_primary
HIKARI2021,123,DVAE,"Dataset=HIKARI2021|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(80, 64)|DecUnits=(64, 80)|Latent=32|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",LINEAR,DVAE_LINEAR_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.2357088838513664,0.2319434057173032,0.21788426365512717,0.0037654781340631938,0.017824620196239233,0.2219112479397954,0.2115316789639264,0.20574349845479287,0.010379568975868975,0.01616774948500252,0.087062587267429,0.0822244687513121,0.08125565014720235,0.004838118516116902,0.00580693712022666,0.6639304643212957,0.6401188661535041,0.6296221211125078,0.023811598167791548,0.03430834320878784,0.5493944441943182,0.4967448561523569,0.48029654975762764,0.05264958804196124,0.06909789443669051,9,paired_delta_basis_configurable
HIKARI2021,123,DVAE,"Dataset=HIKARI2021|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(80, 64)|DecUnits=(64, 80)|Latent=32|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",EXPONENTIAL,DVAE_EXP_R1_gaussian_seed123,R1,gaussian,MCC,0.9,,0.8,3.0,0.236086118731071,0.2319434057173032,0.21788426365512717,0.004142713013767785,0.018201855075943824,0.2237646984247726,0.2115316789639264,0.20574349845479287,0.012233019460846178,0.018021199969979723,0.084460669193249,0.0822244687513121,0.08125565014720235,0.0022362004419368975,0.003205019046046656,0.6504345130075841,0.6401188661535041,0.6296221211125078,0.01031564685408004,0.020812391895076332,0.5589392643284858,0.4967448561523569,0.48029654975762764,0.062194408176128924,0.0786427145708582,9,paired_delta_basis_configurable
HIKARI2021,123,DVAE,"Dataset=HIKARI2021|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(80, 64)|DecUnits=(64, 80)|Latent=32|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",COSINE,DVAE_COSINE_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.2356800459842335,0.2319434057173032,0.21788426365512717,0.0037366402669302967,0.017795782329106336,0.2219112044164528,0.2115316789639264,0.20574349845479287,0.010379525452526378,0.016167705961659923,0.0869677201536522,0.0822244687513121,0.08125565014720235,0.004743251402340096,0.005712070006449854,0.6635009449768339,0.6401188661535041,0.6296221211125078,0.023382078823329766,0.03387882386432606,0.5494574760253929,0.4967448561523569,0.48029654975762764,0.05271261987303594,0.06916092626776521,9,paired_delta_basis_configurable
HIKARI2021,123,DVAE,"Dataset=HIKARI2021|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(80, 64)|DecUnits=(64, 80)|Latent=32|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",FIBONACCI,DVAE_FIB_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.2363539811005845,0.2319434057173032,0.21788426365512717,0.0044105753832812955,0.018469717445457334,0.2221911247939795,0.2115316789639264,0.20574349845479287,0.0106594458300531,0.016447626339186644,0.0865773524726216,0.0822244687513121,0.08125565014720235,0.0043528837213095,0.005321702325419259,0.6617965883299709,0.6401188661535041,0.6296221211125078,0.021677722176466796,0.03217446721746309,0.5495565260456531,0.4967448561523569,0.48029654975762764,0.052811669893296165,0.06925997628802544,9,paired_delta_basis_configurable
HIKARI2021,123,DVAE,"Dataset=HIKARI2021|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(80, 64)|DecUnits=(64, 80)|Latent=32|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",SIGMOID,DVAE_SIGMOID_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.2356848063035003,0.2319434057173032,0.21788426365512717,0.0037414005861970967,0.017800542648373135,0.2219146553869121,0.2115316789639264,0.20574349845479287,0.01038297642298569,0.016171156932119235,0.0868837094393944,0.0822244687513121,0.08125565014720235,0.0046592406880822945,0.005628059292192053,0.6631647447039506,0.6401188661535041,0.6296221211125078,0.023045878550446486,0.03354262359144278,0.5494664805726892,0.4967448561523569,0.48029654975762764,0.05272162442033229,0.06916993081506156,9,paired_delta_basis_configurable
HIKARI2021,123,DVAE,"Dataset=HIKARI2021|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(80, 64)|DecUnits=(64, 80)|Latent=32|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",CAUCHY,DVAE_CAUCHY_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.2363339147794069,0.2319434057173032,0.21788426365512717,0.004390509062103698,0.018449651124279737,0.2222602633135173,0.2115316789639264,0.20574349845479287,0.010728584349590897,0.016516764858724442,0.086886583145114,0.0822244687513121,0.08125565014720235,0.004662114393801889,0.005630932997911647,0.6631768954074274,0.6401188661535041,0.6296221211125078,0.023058029253923307,0.0335547742949196,0.5499887443158795,0.4967448561523569,0.48029654975762764,0.0532438881635226,0.06969219455825187,9,paired_delta_basis_configurable
HIKARI2021,123,DVAE,"Dataset=HIKARI2021|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(80, 64)|DecUnits=(64, 80)|Latent=32|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",LAPLACE,DVAE_LAPLACE_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.2363206675349546,0.2319434057173032,0.21788426365512717,0.0043772618176513844,0.018436403879827423,0.2221669439218918,0.2115316789639264,0.20574349845479287,0.010635264957965379,0.016423445467098924,0.0868462217439997,0.0822244687513121,0.08125565014720235,0.004621752992687592,0.00559057159679735,0.6630306087684478,0.6401188661535041,0.6296221211125078,0.022911742614943664,0.033408487655939956,0.5494934942145784,0.4967448561523569,0.48029654975762764,0.052748638062221465,0.06919694445695074,9,paired_delta_basis_configurable
HIKARI2021,123,DVAE,"Dataset=HIKARI2021|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(80, 64)|DecUnits=(64, 80)|Latent=32|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",LOGISTIC,DVAE_LOGISTIC_R1_gaussian_seed123,R1,gaussian,MCC,0.9,0.8,,,0.2355414519441898,0.2319434057173032,0.21788426365512717,0.0035980462268865865,0.017657188289062625,0.2218524508584225,0.2115316789639264,0.20574349845479287,0.010320771894496095,0.01610895240362964,0.0869427136887914,0.0822244687513121,0.08125565014720235,0.004718244937479299,0.0056870635415890575,0.6633784950269359,0.6401188661535041,0.6296221211125078,0.023259628873431804,0.033756373914428095,0.5494304623835037,0.4967448561523569,0.48029654975762764,0.052685606231146764,0.06913391262587604,9,paired_delta_basis_configurable
HIKARI2021,123,DVAE,"Dataset=HIKARI2021|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(80, 64)|DecUnits=(64, 80)|Latent=32|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",LINEAR,DVAE_LINEAR_R2_gaussian_seed123,R2,gaussian,MCC,0.9,0.7,,,0.2393558354597701,0.2319434057173032,0.21788426365512717,0.007412429742466892,0.02147157180464293,0.2218455571334769,0.2115316789639264,0.20574349845479287,0.010313878169550483,0.016102058678684028,0.08450873631781,0.0822244687513121,0.08125565014720235,0.0022842675664978968,0.0032530861706076553,0.652465254366973,0.6401188661535041,0.6296221211125078,0.012346388213468895,0.022843133254465187,0.5411372743235334,0.4967448561523569,0.48029654975762764,0.044392418171176506,0.06084072456590578,9,paired_delta_basis_configurable
HIKARI2021,123,DVAE,"Dataset=HIKARI2021|Seed=123|AEVariant=DVAE|NoiseType=gaussian|SelectionMetric=MCC|BatchSize=2048|LearningRate=0.001|EncUnits=(80, 64)|DecUnits=(64, 80)|Latent=32|Epochs=20|SparsityL1=NA|AnomalyScoreType=elbo|VAEBeta=0.001",EXPONENTIAL,DVAE_EXP_R2_gaussian_seed123,R2,gaussian,MCC,0.9,,0.7,3.0,0.2297470058728854,0.2319434057173032,0.21788426365512717,-0.0021963998444178012,0.011862742217758238,0.2151124020094545,0.2115316789639264,0.20574349845479287,0.003580723045528089,0.009368903554661634,0.0822356799968737,0.0822244687513121,0.08125565014720235,1.1211245561595917e-05,0.0009800298496713544,0.6397735024657853,0.6401188661535041,0.6296221211125078,-0.00034536368771875825,0.010151381353277533,0.5230741524469857,0.4967448561523569,0.48029654975762764,0.026329296294628823,0.042777602689358096,9,paired_delta_basis_configurable
