Dataset,Seed,AEVariant,Family,FamilyMetricCollapsed,CollapsedMetricValue,FamilyRowCountWithinSeed,MCC
HIKARI2021,123,RES_DAE,SIGMOID,0.13220635031904093,0.13220635031904093,36,0.13220635031904093
HIKARI2021,123,SPARSE_DAE,CAUCHY,0.2736746789121708,0.2736746789121708,36,0.2736746789121708
HIKARI2021,123,SPARSE_DAE,CONST,0.2736746789121708,0.2736746789121708,9,0.2736746789121708
HIKARI2021,123,SPARSE_DAE,COSINE,0.2736746789121708,0.2736746789121708,36,0.2736746789121708
HIKARI2021,123,SPARSE_DAE,EXPONENTIAL,0.2737197018072215,0.2737197018072215,36,0.2737197018072215
HIKARI2021,123,SPARSE_DAE,FIBONACCI,0.2736900406700862,0.2736900406700862,36,0.2736900406700862
HIKARI2021,123,SPARSE_DAE,LAPLACE,0.2736746789121708,0.2736746789121708,36,0.2736746789121708
HIKARI2021,123,SPARSE_DAE,LINEAR,0.2736746789121708,0.2736746789121708,36,0.2736746789121708
HIKARI2021,123,SPARSE_DAE,LOGISTIC,0.2736746789121708,0.2736746789121708,36,0.2736746789121708
HIKARI2021,123,SPARSE_DAE,SIGMOID,0.2736746789121708,0.2736746789121708,36,0.2736746789121708
